budget,homepage,id,keywords,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,director,spokenlang,prodcountries,prodcomp
200000000,http://www.sonypictures.com/movies/2012,14161,civilization natural disaster end of the world disaster apocalypse,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,10/10/2009,769653595,158,Released,2012,5.6,4903,Roland Emmerich, Italiano, United States of America,"['Columbia Pictures', 'Centropolis Entertainment', 'The Mark Gordon Company', 'Farewell Productions']"
200000000,http://www.sonypictures.com/movies/2012,14161,civilization natural disaster end of the world disaster apocalypse,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,10/10/2009,769653595,158,Released,2012,5.6,4903,Roland Emmerich, Latin,Canada,"['Columbia Pictures', 'Centropolis Entertainment', 'The Mark Gordon Company', 'Farewell Productions']"
200000000,http://www.sonypictures.com/movies/2012,14161,civilization natural disaster end of the world disaster apocalypse,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,10/10/2009,769653595,158,Released,2012,5.6,4903,Roland Emmerich, Latin, United States of America,"['Columbia Pictures', 'Centropolis Entertainment', 'The Mark Gordon Company', 'Farewell Productions']"
200000000,http://www.sonypictures.com/movies/2012,14161,civilization natural disaster end of the world disaster apocalypse,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,10/10/2009,769653595,158,Released,2012,5.6,4903,Roland Emmerich, 普通话,Canada,"['Columbia Pictures', 'Centropolis Entertainment', 'The Mark Gordon Company', 'Farewell Productions']"
200000000,http://www.sonypictures.com/movies/2012,14161,civilization natural disaster end of the world disaster apocalypse,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,10/10/2009,769653595,158,Released,2012,5.6,4903,Roland Emmerich, 普通话, United States of America,"['Columbia Pictures', 'Centropolis Entertainment', 'The Mark Gordon Company', 'Farewell Productions']"
200000000,http://www.sonypictures.com/movies/2012,14161,civilization natural disaster end of the world disaster apocalypse,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,10/10/2009,769653595,158,Released,2012,5.6,4903,Roland Emmerich, Português,Canada,"['Columbia Pictures', 'Centropolis Entertainment', 'The Mark Gordon Company', 'Farewell Productions']"
200000000,http://www.sonypictures.com/movies/2012,14161,civilization natural disaster end of the world disaster apocalypse,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,10/10/2009,769653595,158,Released,2012,5.6,4903,Roland Emmerich, Português, United States of America,"['Columbia Pictures', 'Centropolis Entertainment', 'The Mark Gordon Company', 'Farewell Productions']"
200000000,http://www.sonypictures.com/movies/2012,14161,civilization natural disaster end of the world disaster apocalypse,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,10/10/2009,769653595,158,Released,2012,5.6,4903,Roland Emmerich, Pусский,Canada,"['Columbia Pictures', 'Centropolis Entertainment', 'The Mark Gordon Company', 'Farewell Productions']"
200000000,http://www.sonypictures.com/movies/2012,14161,civilization natural disaster end of the world disaster apocalypse,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,10/10/2009,769653595,158,Released,2012,5.6,4903,Roland Emmerich, Pусский, United States of America,"['Columbia Pictures', 'Centropolis Entertainment', 'The Mark Gordon Company', 'Farewell Productions']"
200000000,http://www.sonypictures.com/movies/2012,14161,civilization natural disaster end of the world disaster apocalypse,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,10/10/2009,769653595,158,Released,2012,5.6,4903,Roland Emmerich, ,Canada,"['Columbia Pictures', 'Centropolis Entertainment', 'The Mark Gordon Company', 'Farewell Productions']"
200000000,http://www.sonypictures.com/movies/2012,14161,civilization natural disaster end of the world disaster apocalypse,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,10/10/2009,769653595,158,Released,2012,5.6,4903,Roland Emmerich, , United States of America,"['Columbia Pictures', 'Centropolis Entertainment', 'The Mark Gordon Company', 'Farewell Productions']"
60000000,http://marleyandmemovie.com/,14306,journalist based on novel puppy dog duringcreditsstinger,en,Marley & Me,"A newly married couple who, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, Marley. Packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog.",30.951203,25/12/2008,244082376,115,Released,Marley & Me,6.9,1343,David Frankel,English,United States of America,"['Sunswept Entertainment', 'Dune Entertainment III']"
175000000,http://www.gijoemovie.com/,14869,terrorist secret hostage technology warhead,en,G.I. Joe: The Rise of Cobra,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",32.852443,04/08/2009,302469017,118,Released,G.I. Joe: The Rise of Cobra,5.6,1962,Stephen Sommers,English,Czech Republic,"['Paramount Pictures', 'Spyglass Entertainment', 'Di Bonaventura Pictures', 'Hasbro', 'Kontsept Film Company']"
175000000,http://www.gijoemovie.com/,14869,terrorist secret hostage technology warhead,en,G.I. Joe: The Rise of Cobra,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",32.852443,04/08/2009,302469017,118,Released,G.I. Joe: The Rise of Cobra,5.6,1962,Stephen Sommers,English, United States of America,"['Paramount Pictures', 'Spyglass Entertainment', 'Di Bonaventura Pictures', 'Hasbro', 'Kontsept Film Company']"
175000000,http://www.gijoemovie.com/,14869,terrorist secret hostage technology warhead,en,G.I. Joe: The Rise of Cobra,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",32.852443,04/08/2009,302469017,118,Released,G.I. Joe: The Rise of Cobra,5.6,1962,Stephen Sommers, Français,Czech Republic,"['Paramount Pictures', 'Spyglass Entertainment', 'Di Bonaventura Pictures', 'Hasbro', 'Kontsept Film Company']"
175000000,http://www.gijoemovie.com/,14869,terrorist secret hostage technology warhead,en,G.I. Joe: The Rise of Cobra,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",32.852443,04/08/2009,302469017,118,Released,G.I. Joe: The Rise of Cobra,5.6,1962,Stephen Sommers, Français, United States of America,"['Paramount Pictures', 'Spyglass Entertainment', 'Di Bonaventura Pictures', 'Hasbro', 'Kontsept Film Company']"
175000000,http://www.gijoemovie.com/,14869,terrorist secret hostage technology warhead,en,G.I. Joe: The Rise of Cobra,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",32.852443,04/08/2009,302469017,118,Released,G.I. Joe: The Rise of Cobra,5.6,1962,Stephen Sommers, ,Czech Republic,"['Paramount Pictures', 'Spyglass Entertainment', 'Di Bonaventura Pictures', 'Hasbro', 'Kontsept Film Company']"
175000000,http://www.gijoemovie.com/,14869,terrorist secret hostage technology warhead,en,G.I. Joe: The Rise of Cobra,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",32.852443,04/08/2009,302469017,118,Released,G.I. Joe: The Rise of Cobra,5.6,1962,Stephen Sommers, , United States of America,"['Paramount Pictures', 'Spyglass Entertainment', 'Di Bonaventura Pictures', 'Hasbro', 'Kontsept Film Company']"
175000000,http://www.monstersvsaliens.com/,15512,alien giant robot duringcreditsstinger,en,Monsters vs Aliens,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",36.167578,19/03/2009,381509870,94,Released,Monsters vs Aliens,6,1423,Conrad Vernon,English,United States of America,['DreamWorks Animation']
70000000,http://www.inglouriousbasterds-movie.com/,16869,paris guerrilla cinema self sacrifice dynamite,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,18/08/2009,319131050,153,Released,Inglourious Basterds,7.9,6430,Quentin Tarantino,Deutsch,Germany,"['Universal Pictures', 'A Band Apart', 'The Weinstein Company', 'Zehnte Babelsberg', 'Visiona Romantica']"
70000000,http://www.inglouriousbasterds-movie.com/,16869,paris guerrilla cinema self sacrifice dynamite,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,18/08/2009,319131050,153,Released,Inglourious Basterds,7.9,6430,Quentin Tarantino,Deutsch, United States of America,"['Universal Pictures', 'A Band Apart', 'The Weinstein Company', 'Zehnte Babelsberg', 'Visiona Romantica']"
70000000,http://www.inglouriousbasterds-movie.com/,16869,paris guerrilla cinema self sacrifice dynamite,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,18/08/2009,319131050,153,Released,Inglourious Basterds,7.9,6430,Quentin Tarantino, English,Germany,"['Universal Pictures', 'A Band Apart', 'The Weinstein Company', 'Zehnte Babelsberg', 'Visiona Romantica']"
70000000,http://www.inglouriousbasterds-movie.com/,16869,paris guerrilla cinema self sacrifice dynamite,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,18/08/2009,319131050,153,Released,Inglourious Basterds,7.9,6430,Quentin Tarantino, English, United States of America,"['Universal Pictures', 'A Band Apart', 'The Weinstein Company', 'Zehnte Babelsberg', 'Visiona Romantica']"
70000000,http://www.inglouriousbasterds-movie.com/,16869,paris guerrilla cinema self sacrifice dynamite,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,18/08/2009,319131050,153,Released,Inglourious Basterds,7.9,6430,Quentin Tarantino, Français,Germany,"['Universal Pictures', 'A Band Apart', 'The Weinstein Company', 'Zehnte Babelsberg', 'Visiona Romantica']"
70000000,http://www.inglouriousbasterds-movie.com/,16869,paris guerrilla cinema self sacrifice dynamite,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,18/08/2009,319131050,153,Released,Inglourious Basterds,7.9,6430,Quentin Tarantino, Français, United States of America,"['Universal Pictures', 'A Band Apart', 'The Weinstein Company', 'Zehnte Babelsberg', 'Visiona Romantica']"
70000000,http://www.inglouriousbasterds-movie.com/,16869,paris guerrilla cinema self sacrifice dynamite,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,18/08/2009,319131050,153,Released,Inglourious Basterds,7.9,6430,Quentin Tarantino, Italiano,Germany,"['Universal Pictures', 'A Band Apart', 'The Weinstein Company', 'Zehnte Babelsberg', 'Visiona Romantica']"
70000000,http://www.inglouriousbasterds-movie.com/,16869,paris guerrilla cinema self sacrifice dynamite,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,18/08/2009,319131050,153,Released,Inglourious Basterds,7.9,6430,Quentin Tarantino, Italiano, United States of America,"['Universal Pictures', 'A Band Apart', 'The Weinstein Company', 'Zehnte Babelsberg', 'Visiona Romantica']"
130000000,http://www.us.movie.tintin.com/,17578,riddle captain treasure liquor treasure hunt,en,The Adventures of Tintin,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",89.938296,25/10/2011,371940071,107,Released,The Adventures of Tintin,6.7,2061,Steven Spielberg,English,New Zealand,"['Paramount Pictures', 'Columbia Pictures', 'WingNut Films', 'Amblin Entertainment', 'Nickelodeon Movies', 'Kennedy/Marshall Company, The', 'Hemisphere Media Capital']"
130000000,http://www.us.movie.tintin.com/,17578,riddle captain treasure liquor treasure hunt,en,The Adventures of Tintin,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",89.938296,25/10/2011,371940071,107,Released,The Adventures of Tintin,6.7,2061,Steven Spielberg,English, United States of America,"['Paramount Pictures', 'Columbia Pictures', 'WingNut Films', 'Amblin Entertainment', 'Nickelodeon Movies', 'Kennedy/Marshall Company, The', 'Hemisphere Media Capital']"
200000000,http://disney.go.com/disneypictures/achristmascarol/?cmp=dcom_VAN_WDSHE_ACC_van_dcomcc__Extl,17979,holiday based on novel victorian england money christmas eve,en,A Christmas Carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",39.744242,04/11/2009,325233863,96,Released,A Christmas Carol,6.6,1095,Robert Zemeckis,English,United States of America,"['Walt Disney', 'ImageMovers']"
50000000,http://www.twilightthemovie.com/,18239,moon cinema vampire werewolf fang vamp,en,The Twilight Saga: New Moon,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",94.815867,15/03/2009,709827462,130,Released,The Twilight Saga: New Moon,5.6,2436,Chris Weitz,English,United States of America,"['Summit Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Sunswept Entertainment', 'Temple Hill Entertainment']"
50000000,http://www.twilightthemovie.com/,18239,moon cinema vampire werewolf fang vamp,en,The Twilight Saga: New Moon,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",94.815867,15/03/2009,709827462,130,Released,The Twilight Saga: New Moon,5.6,2436,Chris Weitz, Italiano,United States of America,"['Summit Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Sunswept Entertainment', 'Temple Hill Entertainment']"
40000000,http://www.myspace.com/proposalmovie,18240,fictitious marriage deportation immigration law romantic comedy alaska,en,The Proposal,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",36.238968,01/06/2009,317375031,108,Released,The Proposal,6.7,1804,Anne Fletcher,English,United States of America,"['Touchstone Pictures', 'Mandeville Films', 'Kurtzman/Orci']"
150000000,http://www.nightatthemuseummovie.com,18360,museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian,en,Night at the Museum: Battle of the Smithsonian,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",81.781591,20/05/2009,413106170,105,Released,Night at the Museum: Battle of the Smithsonian,5.9,1971,Shawn Levy,English,United States of America,"['Twentieth Century Fox Film Corporation', '1492 Pictures', 'Dune Entertainment', '21 Laps Entertainment', 'Museum Canada Productions', 'Moving Picture Company (MPC)']"
150000000,http://www.nightatthemuseummovie.com,18360,museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian,en,Night at the Museum: Battle of the Smithsonian,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",81.781591,20/05/2009,413106170,105,Released,Night at the Museum: Battle of the Smithsonian,5.9,1971,Shawn Levy,English, Canada,"['Twentieth Century Fox Film Corporation', '1492 Pictures', 'Dune Entertainment', '21 Laps Entertainment', 'Museum Canada Productions', 'Moving Picture Company (MPC)']"
35000000,http://hangoverpart2.warnerbros.com/dvd/,18785,underwear tiger stag night hangover lost weekend,en,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",82.21166,05/06/2009,459270619,100,Released,The Hangover,7.2,6173,Todd Phillips,English,Germany,"['Legendary Pictures', 'Green Hat Films', 'Warner Bros.', 'IFP Westcoast Erste']"
35000000,http://hangoverpart2.warnerbros.com/dvd/,18785,underwear tiger stag night hangover lost weekend,en,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",82.21166,05/06/2009,459270619,100,Released,The Hangover,7.2,6173,Todd Phillips,English, United States of America,"['Legendary Pictures', 'Green Hat Films', 'Warner Bros.', 'IFP Westcoast Erste']"
125000000,http://www.clash-of-the-titans.com/,18823,hades mythology greek mythology zeus medusa,en,Clash of the Titans,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",47.686442,01/04/2010,232713139,106,Released,Clash of the Titans,5.6,2233,Louis Leterrier,English,United States of America,"['The Zanuck Company', 'Legendary Pictures', 'Thunder Road Pictures', 'Warner Bros.', 'Moving Picture Company (MPC)']"
150000000,http://disney.go.com/disneypictures/gforce/,19585,dyr duringcreditsstinger,en,G-Force,"A team of trained secret agent animals, guinea pigs Darwin, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?",26.710398,21/07/2009,292817841,88,Released,G-Force,5.1,510,Hoyt Yeatman,English,United States of America,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Whamaphram Productions']"
237000000,http://www.avatarmovie.com/,19995,culture clash future space war space colony society,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",150.437577,10/12/2009,2787965087,162,Released,Avatar,7.2,11800,James Cameron,English,United States of America,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Lightstorm Entertainment']"
237000000,http://www.avatarmovie.com/,19995,culture clash future space war space colony society,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",150.437577,10/12/2009,2787965087,162,Released,Avatar,7.2,11800,James Cameron,English, United Kingdom,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Lightstorm Entertainment']"
237000000,http://www.avatarmovie.com/,19995,culture clash future space war space colony society,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",150.437577,10/12/2009,2787965087,162,Released,Avatar,7.2,11800,James Cameron, Español,United States of America,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Lightstorm Entertainment']"
237000000,http://www.avatarmovie.com/,19995,culture clash future space war space colony society,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",150.437577,10/12/2009,2787965087,162,Released,Avatar,7.2,11800,James Cameron, Español, United Kingdom,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Lightstorm Entertainment']"
69000000,http://www.despicable.me/,20352,adoptive father orphanage life's dream rivalry stealing,en,Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",113.858273,08/07/2010,543513985,95,Released,Despicable Me,7.1,6478,Pierre Coffin,English,United States of America,"['Universal Pictures', 'Illumination Entertainment']"
170000000,http://disney.go.com/tron/,20526,artificial intelligence secret identity computer program dystopia computer,en,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",73.79505,10/12/2010,400062763,125,Released,TRON: Legacy,6.3,2841,Joseph Kosinski,English,United States of America,"['Walt Disney Pictures', 'LivePlanet', 'Prana Studios', 'Sean Bailey Productions', 'Revolution Sun Studios', 'Kontsept Film Company']"
